filename,texts,ground_truths,dacy_large
BREV_B1871-1879ht_B18770729FH,"Herved har jeg den fornøjelse at sende Dem de 4 første hefter af manuskriptet til mit nye stykke; næste lørdag eller søndag sender jeg Dem de 4 følgende og 8 dage derefter de 5 sidste; det hele kommer til at udgøre 13 trykte ark. Jeg håber at De straks ved modtagelsen af denne første sending påbegynder trykningen, så at jeg kan få de fornødne exemplarer indleverede til theatrene i slutningen af August. De risikerer intet ved ikke at vente til hele manuskriptet er i Deres hånd; thi jeg har en anden fuldfærdig afskrift liggende her. Kært vilde det være mig om oplagets størrelse sættes så rummelig at bogen ikke udsælges straks efter udkomsten; thi i de uger der medgår inden nyt oplag kan komme lider en forfatter stort tab derved at købelysten svækkes og mange låner bogen hos venner og bekendte. – Jeg tør sige at dette stykke vil finde stærk afsætning. – Herr bogholder Larsen viser mig forhåbentlig den store tjeneste at besørge korrekturen ialfald af det første oplag.Min hustru og søn skal nu ved skoleferiernes indtrædelse foretage en rejse til Norge, og derfor beder jeg Dem vise mig den venskabstjeneste at forstrække mig med en sum af 1000 kroner, deraf 800 i norske eller danske sedler, hvis de sidste, som jeg antager, er gangbare i Norge, og resten i RmՖ. For seneste remisse samt for modtagne bøger takker jeg forbindtligst.Jeg beder Dem ikke at lade nogen uvedkommende få fingre i mit manuskript så længe ikke bogen foreligger i trykken. Jeg tror med sikkerhed at turde sige at vi begge vil have tilfredsstillelse af dette arbejde; det er nyt og tidsmæssigt i enhver henseende, og måske det med størst kunst komponerede af alle mine arbejder. – Undskyld denne utydelige skrift; jeg har arbejdet fra imorges klokken 5, og det er nu tusmørke.Med mange hilsener til Deres børn tegner jeg mig","[('LOC', 'Norge'), ('MISC', 'norske'), ('MISC', 'danske'), ('LOC', 'Norge')]","[('PER', 'Larsen'), ('LOC', 'Norge'), ('MISC', 'norske'), ('MISC', 'danske'), ('LOC', 'Norge')]"
BREV_B1871-1879ht_B18770903MG,"Jeg kvier mig virkelig ved at bede om at måtte benytte mig af Deres noksom bekendte tjenstvillighed netop i denne tid, da De står i begreb med at fuldføre Deres store billede og således naturligvis helst vil have fred og ro. Men skulde Deres vej en af de nærmeste dage føre Dem forbi hoftheatret, så kunde De bevise mig en overmåde stor tjeneste ved at få fat på regisseur Jenke og bede ham fra mig at forandre i «Bund der Jugend» et punkt, hvorom jeg allerede før løselig har talt med ham. Som De visst husker taler Aslaksen i stykket ofte om «de lokale forholde»; dette har Strodtmann oversat bogstaveligt med «lokale Verhältnisse» hvilket er galt, såsom derved intet komisk eller borneret bibegreb forbindes på tysk. Udtrykket må gengives med «unseren berechtigten Eigenthümlichkeiten», hvilket netop i Tyskland er det samme, som det i originalen forekommende for os Skandinaver. – Hvis den første opførelse finder sted den 15de som hensigten er, vil jeg neppe kunne være tilstede; skulde De derfor ville sende mig et par ord adresserede til Hegel, Kbhvn, og melde mig udfaldet, vilde jeg være Dem dobbelt forbunden. Jeg skriver dette i al hast idag, thi imorgen begynder efter programmet BRÆNdevinsdjævlen at grassere, det vil sige, da går Upsala-toget afsted, og i de nærmest påfølgende dage tør jeg ikke tænke på at få ro til brevskrivning. Jeg ønsker mig forøvrigt tilbage til München igen; nogen egentlig fornøjelse ved alt dette føler jeg egentlig ikke. –Med forhånds tak og mange hilsener","[('LOC', 'hoftheatret'), ('PER', 'Jenke'), ('MISC', 'Bund der Jugend'), ('PER', 'Aslaksen'), ('PER', 'Strodtmann'), ('MISC', 'tysk'), ('LOC', 'Tyskland'), ('MISC', 'Skandinaver'), ('PER', 'Hegel'), ('LOC', 'Kbhvn'), ('MISC', 'Upsala-toget'), ('LOC', 'München')]","[('PER', 'Jenke'), ('MISC', 'Bund der Jugend'), ('PER', 'Aslaksen'), ('PER', 'Strodtmann'), ('MISC', 'Verhältnisse'), ('MISC', 'tysk'), ('LOC', 'Tyskland'), ('MISC', 'Skandinaver'), ('PER', 'Hegel'), ('ORG', 'Kbhvn'), ('MISC', 'BRÆNdevinsdjævlen'), ('MISC', 'Upsala-toget'), ('LOC', 'München')]"
BREV_B1871-1879ht_B18770912SuI,"Af aviserne har Du vel læst om de umådelige festligheder i Upsala, hvilke nu er forbi. I mandags opførtes «Hærmændene»; fuldt hus; forfatteren gentagende fremkaldt under højeste begejstring. Om alt dette skal jeg fortælle mundtligt. Under hele opholdet i Sverig har jeg kun modtaget et brev fra Dig og Sigurd, nemlig det, hvori I fortæller om turen til Folgefonden; forhåbentlig finder jeg brev i København, hvorhen jeg rejser idag. Jeg er nu træt og længes efter at komme til München igen; her har været invitationer og tilstelninger hver dag. Med kongen har jeg i Upsala talt hver dag og blev straks af ham modtaget på den hjerteligste måde. Dette til underretning om at jeg lever vel; lad mig snart høre det samme fra eder.","[('LOC', 'Upsala'), ('MISC', 'Hærmændene�'), ('LOC', 'Sverig'), ('PER', 'Sigurd'), ('ORG', 'Folgefonden'), ('LOC', 'København'), ('LOC', 'München'), ('LOC', 'Upsala')]","[('LOC', 'Upsala'), ('MISC', 'Hærmændene'), ('LOC', 'Sverig'), ('PER', 'Sigurd'), ('LOC', 'Folgefonden'), ('LOC', 'København'), ('LOC', 'München'), ('LOC', 'Upsala')]"
BREV_B1871-1879ht_B18770925EK,"Da jeg sidst talte med Dem, glemte jeg nogle små punkter, hvorpå jeg gerne vilde henlede Deres opmærksomhed forinden De begynder med afskriften af mit stykke.Ved overskrifterne over replikkerne er det i oversættelsen ikke nødvendigt ved herrernes navne at sætte «konsul», «grosserer», «købmand», o. s. v, men blot navnet. Derimod skrives Hilmar Tønnesen og Johan Tønnesen fuldt ud. For damerollernes vedkommende bliver derimod naturligvis overskrifterne uforandrede, og ligeledes anføres herrernes betegnelser eller titler i de anmærkninger, hvori de nævnes som indtrædende på scenen. Benævnelsen «adjunkt» bør oversættes med «Oberlehrer»; hvorledes De vil oversætte «fuldmægtig» ved jeg ikke.Ved navnene tillader jeg mig at foreslå følgende forandringer. Navnet Olaf forandres til Oskar, Rørlund til Lundt, Tønnesen til Tönnsen, Vigeland skrives Wigland, Sandstad skrives Sandstadt, Dina Dorf forandres til Dina Torp, der er et svensk navn, Krap skrives Krapp, Aune forandres til Auner.Med herr Ackermann har jeg igår truffet aftale og han er beredt til at begynde trykningen så snart de første ark af afskriften er færdige.I håb om at De billiger de ovenfor gjorte forslag tegner jeg migP. S. Med stykkets titel og personliste bør der udsættes indtil det hele er færdigt; afskriften bedes derfor godhedsfuldt begyndt med første akt. (Aufzug??)","[('PER', 'Hilmar Tønnesen'), ('PER', 'Johan Tønnesen'), ('PER', 'Olaf'), ('PER', 'Oskar'), ('PER', 'Rørlund'), ('PER', 'Lundt'), ('PER', 'Tønnesen'), ('PER', 'Tönnsen'), ('PER', 'Vigeland'), ('PER', 'Wigland'), ('PER', 'Sandstad'), ('PER', 'Sandstadt'), ('PER', 'Dina Dorf'), ('PER', 'Dina Torp'), ('MISC', 'svensk'), ('PER', 'Krap'), ('PER', 'Krapp'), ('PER', 'Aune'), ('PER', 'Auner'), ('PER', 'Ackermann')]","[('PER', 'Hilmar Tønnesen'), ('PER', 'Johan Tønnesen'), ('PER', 'Olaf'), ('PER', 'Oskar'), ('LOC', 'Rørlund'), ('LOC', 'Lundt'), ('PER', 'Tønnesen'), ('LOC', 'Tönnsen'), ('LOC', 'Vigeland'), ('LOC', 'Wigland'), ('LOC', 'Sandstad'), ('LOC', 'Sandstadt'), ('PER', 'Dina Dorf'), ('PER', 'Dina Torp'), ('MISC', 'svensk'), ('PER', 'Krap'), ('PER', 'Krapp'), ('PER', 'Aune'), ('PER', 'Auner'), ('PER', 'Ackermann')]"
BREV_B1871-1879ht_B18771005EF,"I mit svar på herr kammerherrens telegram måtte jeg indskrænke mig til ganske kort at betegne udsættelsen af mit nye skuespils udkomst i boghandelen indtil 30. November som en umulighed, og jeg skal derfor herved tillade mig at begrunde nødvendigheden af dette afslag.Da det kgl: theater ikke er tilsinds at honorere mig med procenter af billetsalget, så nødes jeg til at søge min væsentligste indtægt gennem bogens afsætning i handelen. Stykket er trykt i et meget stort antal exemplarer, og for dette første oplag har Hegel betalt mig et betydeligt honorar, hvorhos hans udgifter til trykning, papir o. s. v. naturligvis løber op til en ikke ringe sum. Jeg skylder derfor såvel ham som mig selv ikke at foretage dispositioner, der strider mod vore fælles interesser. I vore lande foregår jo det hovedsagelige bogsalg i årets to sidste måneder; men for at en bog, udgiven i København, kan til rette tid være tilstede i de fjernere egne af Sverig og Norge, ikke at tale om Finland og Amerika, hvorhen også en hel del exemplarer af mine arbejder går, er det en nødvendighed at den afsendes allerede henimod midten af Oktober. Sker dette ikke, så kan bogen ikke påregnes at blive udsolgt under årets literære julemarked, og forfatteren må da vente et helt år, før et nyt oplag tiltrænges. Det er dette, som jeg ikke tør eller kan indlade mig på; thi derved vilde jeg pådrage mig et pengetab, der ikke på langt nær opvejedes ved det honorar, der er stillet mig i udsigt ved det kgl: theater. Talrige bestillinger er desuden indløbne fra boghandlerne rundt om i vore lande, og bestillerne har erholdt tilsagn om at erholde bogen til en bestemt tid. Heller ikke kan jeg undlade at tage hensyn til at dette arbejde, efter sigende, skal af publikum imødesees med adskillige forventninger, og det er altid uklogt af en forfatter at spænde deslige forventninger ud over en rimelig tid; interessen kan da såre let slappes forinden bogen kommer.En anden side af sagen er den, at jeg anser det skadeligt for et dramatisk arbejde at det først gøres tilgængeligt for almenheden gennem scenisk fremstilling. Jeg tror at den herhen hørende bestemmelse i det kgl: theaters regulativ har virket nedtrykkende på den dramatiske produktion i Danmark. Et faktum er det ialfald at denne produktion ikke har vist nogen tendens til opblomstring siden regulativets vedtagelse. Dette er også let forklarligt. Således som forholdene nu er kan et nyt skuespil aldrig blive opfattet og bedømt isoleret, i sin renhed, i og for sig som digtning. Dommen kommer altid til at omfatte både stykket og den udførelse, der bliver det til del; disse to ganske forskellige ting sammenblandes og hovedinteressen kommer hos publikum i regelen mere til at rettes mod spillet, udførelsen, skuespillerne, end mod stykket selv.Jeg har troet at skylde mig selv denne redegørelse, da jeg nødig vilde have min vægring opfattet som mangel på imødekommenhed; havde det stået i min magt at vise sådan, da skulde intet have været mig kærere. Forøvrigt kan jeg umuligt tro at min nødtvungne vægring kan skade theatret; bliver det bekendt at stykket skal spilles allerede i November, så vil følgen blot blive den, at en stor del af Københavns publikum undlader at købe bogen forinden. –For ordens skyld tillader jeg mig at tilbagesende den mig tilstillede fribillet idet jeg frembærer min forbindtligste tak for de mig derved beredte nydelsesrige aftener.I håb om at den forestående opførelse af «Samfundets støtter» vil finde sted til alle parters tilfredshed tegner jeg mig med udmærket højagtelse","[('ORG', 'det kgl: theater'), ('PER', 'Hegel'), ('LOC', 'København'), ('LOC', 'Sverig'), ('LOC', 'Norge'), ('LOC', 'Finland'), ('LOC', 'Amerika'), ('ORG', 'det kgl: theater'), ('ORG', 'det kgl: theater'), ('LOC', 'Danmark'), ('LOC', 'Københavns'), ('MISC', 'Samfundets støtter')]","[('MISC', 'kgl'), ('PER', 'Hegel'), ('LOC', 'København'), ('LOC', 'Sverig'), ('LOC', 'Norge'), ('LOC', 'Finland'), ('LOC', 'Amerika'), ('MISC', 'kgl'), ('MISC', 'kgl'), ('LOC', 'Danmark'), ('LOC', 'Københavns'), ('MISC', 'Samfundets støtter')]"
BREV_B1871-1879ht_B18780719AuLa,"Når jeg idag tilbagesender indlagte papirer uden de forønskede påtegninger, så beder jeg Dem være forvisset om at dette ikke hidrører fra at jeg har undladt at gøre mit bedste i sagen. En påtegning af den herværende notarius publikus vilde jeg kunne erholde, men på derom indhentet forespørgsel har jeg erfaret at en sådan ikke vil kunne ventes meddelt af udenrigsministeriet, hvilket nu har et meget snevert og derhos skarpt begrænset forretningsområde, da jo det egentlige tyske udenrigsministerium er henlagt til Berlin. Under disse omstændigheder vil en påtegning af notarius publikus være virkningsløs, og jeg har derfor ikke begæret denne. Derimod oversendte jeg til den danske gesandt i Wien de pågældende papirer, idet jeg antog at denne embedsmand, nu som tidligere, repræsenterede Danmark også i Bayeren. Af gesandtens svar, dateret Vedbæk 14.7. erfarer jeg at dette ikke længere er tilfældet, men at det danske gesandtskap i Berlin er rette vedkommende. Til dette anser jeg det imidlertid unyttigt at henvende mig, da man der ikke kender min underskrift, hvilket synes fornødent ifølge herr Falbes skrivelse, hvilken jeg herved vedlægger. Ligeledes oversender jeg alle de øvrige bilage.Det er mig ufatteligt at herr Rasmussen ikke gennem vidneførsel kan godtgøre sin ret. Bevises kan det jo dog at han har tilkøbt sig den omhandlede opførelsesret og ligeledes at han derfor har betalt det fastsatte honorar. Under alle omstændigheder ser jeg mig ikke i stand til at udrette mere i sagens anledning, så kært det end skulde være mig at få se herr Cortes bøde efter fortjeneste for hans skammelige fremgangsmåde. – Er vor lovgivning imidlertid virkelig så mangelfuld på dette område, da er det klogest ikke at udgive noget dramatisk, forinden den er bleven forandret.Med mange hilsener til cancelliråd Hegel og hans familje tegner jeg migP. s. Tillad at jeg benytter anledningen til at bede Dem godhedsfuldt at sende mig et expl: af G. Fistaines italienske parleur med dertil hørende grammatik. Min søn tiltrænger nemlig at opfriske sin italiensk i anledning af vort forestående vinterophold i Rom. Skulde De foruden denne bog kunne anbefale mig en anden kortfattet ital: grammatik med læsebog vilde jeg gerne erholde også en sådan.","[('ORG', 'udenrigsministeriet'), ('MISC', 'tyske'), ('LOC', 'Berlin'), ('MISC', 'danske'), ('LOC', 'Wien'), ('LOC', 'Danmark'), ('LOC', 'Bayeren'), ('LOC', 'Vedbæk'), ('MISC', 'danske'), ('LOC', 'Berlin'), ('PER', 'Falbes'), ('PER', 'Rasmussen'), ('PER', 'Cortes'), ('PER', 'Hegel'), ('PER', 'G. Fistaine'), ('MISC', 'italienske'), ('MISC', 'italiensk'), ('LOC', 'Rom'), ('MISC', 'ital')]","[('ORG', 'udenrigsministeriet'), ('MISC', 'tyske'), ('LOC', 'Berlin'), ('MISC', 'danske'), ('LOC', 'Wien'), ('LOC', 'Danmark'), ('ORG', 'Bayeren'), ('LOC', 'Vedbæk'), ('MISC', 'danske'), ('LOC', 'Berlin'), ('PER', 'herr Falbes'), ('PER', 'Rasmussen'), ('PER', 'herr Cortes'), ('ORG', 'cancelliråd Hegel'), ('PER', 'G. Fistaines'), ('MISC', 'italienske'), ('MISC', 'italiensk'), ('LOC', 'Rom'), ('MISC', 'ital')]"
BREV_B1871-1879ht_B18790421WAM,"Det vilde være os særdeles kært, dersom De og Deres frue vilde drikke en kop the hos os Onsdags aften kl: 8 ½.",[],[]
BREV_B1871-1879ht_B18790712BB,"Det var mig såre kært at modtage brev fra Dig; men endnu kærere skulde det have været mig, hvis brevet havde handlet om en sag, hvori jeg kunde havet gåt sammen med Dig. Dette er imidlertid ikke tilfældet. Flagforslaget er mig i sin inderste kerne imod, og jeg skal i korthed antyde hvorfor.For det første mener jeg at protesten mod unionsmærket måtte været fremsat, straks da dette mærke blev sat i flaget, eller også slet ikke. Nu er unionsmærket blevet et faktum, og så får det blive stående. Unionstanken kan I jo dog ikke tage ud af sindene; hvad tilfredsstillelse kan det da være at tage mærket ud af flaget? At dette mærke skulde være et tegn på uselvstændighed kan jeg aldeles ikke forstå. Svenskerne fører jo det samme mærke. Dette viser, at vi ikke er mere afhængige af dem, end de af os. Jeg har forøvrigt ikke nogen stor sympati for symboler. Symboler er ikke længere tidsmæssige undtagen i Norge. Deroppe sysler man så meget med symboler og theorier og ideer, at det praktiske fremskridt ikke får vej for sig. Og der er noget enerverende i dette, at sysselsætte sindene med uproduktive opgaver.Men hovedårsagen, hvorfor jeg er utilfreds med at dette forslag fremkom, er den at jeg synes det er en forsyndelse imod vort folk at gøre spørgsmål brændende, som ikke er det. Mere end et brændende spørgsmål kan aldrig ad gangen for alvor være oppe i et folk; er der flere, så tager de gensidigt interessen fra hverandre. Nu har vi hos os et eneste spørgsmål, som burde være brændende; men som desværre ikke synes at være det. Vi har hos os ikke mere end en eneste sag, som jeg synes det er værd at kæmpe for, og det er indførelsen af en tidsmæssig folkeundervisning. Denne sag indeslutter alle andre sager i sig; gennemføres ikke den, så kan vi gerne lade alle de andre ligge. Det er ganske uvæsentligt om vore politikere skaffer samfundet nogle flere friheder, sålænge de ikke skaffer individerne friheden. Det heder jo at Norge er et frit og selvstændigt rige; men jeg sætter ikke stor pris på denne frihed og selvstændighed, sålænge jeg ved at individerne hverken er fri eller selvstændige. Og det er de ikke hos os. Der findes ikke i hele Norges land 25 fri og selvstændige personligheder. Der kan ikke findes slige. Jeg har forsøgt at sætte mig ind i vort undervisningsvæsen, i skoleplaner, i timetabeller, i undervisningsstof o. s. v. Det er oprørende at se, hvorledes undervisningstiden, navnlig i de lavere folkeskoler, optages af den gamle jødiske mythologi og sagnhistorie og af middelalderlige forvrøvlinger af en morallære, som i sin oprindelige skikkelse utvivlsomt har været den reneste, som nogensinde er bleven forkyndt. Her er det felt, hvor vi alle som en skulde kræve at der blev tonet «rent flag». Lad unionsmærket blive stående; men tag munkedomsmærket ud af sindene; tag væk fordommenes og trangsynthedens og vrangsynthedens og uselvstændighedens og den grundløse autoritetstros mærke, så at de enkelte kan få sejle under eget flag. Det, de nu sejler under, er hverken rent eller deres eget. Men dette er en praktisk sag, og slige sager har vanskeligt for at samle interessen om sig oppe hos os. Vort hele opdragelses- og undervisningsvæsen har ikke tilladt os at komme så langt endnu. Derfor ser også vor politik ud, som om vi befandt os i en konstituerende rigsforsamling. Man holder endnu på at diskutere principerne. I andre lande er man for længe siden på det rene med principerne, og kampen drejer sig der om den praktiske anvendelse af dem. Dukker hos os en ny opgave op, så mødes den ikke med sikkerhed og snarrådighed men med forfjamselse. Vor folkeopdragelse har bragt det derhen at det norske folk er blevet forfjamset. Det viste sig jo også tilfulde i flagsagen, og det på begge sider. Søfolkene havde dog utvivlsomt det grejeste syn; og det er naturligt; thi deres bedrift medfører en friere udvikling af personligheden. Men når fjeldbønder oppe fra afdalene i adresser udtaler sin trang til at få unionsmærket ud af flaget, så kan dette umuligt være andet end den skæreste humbug; thi hvor der ingen trang er til at frigøre sin egen personlighed, kan der endnu mindre være nogen trang til at frigøre en så abstrakt ting som et samfundssymbol.Jeg må indskrænke mig til disse spredte antydninger af min opfatning af flagsagen. Jeg kan umuligt være med derpå, og heller ikke kan jeg være enig med Dig, når Du i dit brev siger, at vi digtere fortrinsvis er kaldede til at fremme denne sag. Jeg tror ikke det er vor opgave at tage os af statens frihed og selvstændighed, men vel at vække til frihed og selvstændighed den enkelte, og så mange som muligt. I mine øjne er ikke politiken vort folks vigtigste gøremål; og hos os indtager den kanske allerede en bredere plads, end ønskeligt for den personlige frigørelse. Norge er både frit og selvstændigt nok; men der mangler meget i at vi kan sige det samme om de norske mænd og de norske kvinder.","[('MISC', 'Svenskerne'), ('LOC', 'Norge'), ('LOC', 'Norge'), ('LOC', 'Norges'), ('MISC', 'jødiske'), ('MISC', 'norske'), ('LOC', 'Norge'), ('MISC', 'norske'), ('MISC', 'norske')]","[('MISC', 'Svenskerne'), ('LOC', 'Norge'), ('LOC', 'Norge'), ('LOC', 'Norges'), ('MISC', 'jødiske'), ('MISC', 'norske'), ('LOC', 'Norge'), ('MISC', 'norske'), ('MISC', 'norske')]"
BREV_B1871-1879ht_B18791114FH,"Det var med megen glæde at jeg af Deres venlige brev af 8. dennes erfarede at «Et dukkehjem» allerede skulde være antaget til opførelse på det kgl: theater. Glæden varede imidlertid ikke længere end til iaftes, da jeg modtog fra kammerherre Fallesen et brev, hvori han opstiller som betingelse for stykkets antagelse at bogen ikke må udkomme i Danmark forinden 21. December og at stykket ikke må opføres på noget andet theater før den nævnte dag. At udsætte bogens udgivelse til lige under jul vilde være omtrent det samme som at udelukke den fra julemarkedet, og det forekommer mig lidet sandsynligt at herr kammerherren ikke skulde have indset dette. Jeg kan derfor ikke betragte hans forslag anderledes, end som en indirekte afvisning af stykket og har allerede i telegram meddelt ham umuligheden af at indgå på hans fordringer.Men nu spørger jeg Dem om De tilråder mig at indlevere stykket til Folketheatret? Gives der ved dette theater nogen skuespillerinde, som kan overtage Noras rolle, og tør man dersteds ifølge privilegiet spille deslige stykker? Er dette sidste ikke tilfældet, så synes jeg dog at en speciel tilladelse måtte kunne erhverves. Et par vejledende ord herom vilde jeg være Dem meget taknemmelig for. –Min mening er, at da vi nu ikke længere har noget hensyn at tage til det kgl: theater, så bør bogens udgivelse ikke udsættes længere end til den 22. dennes. Jeg vilde ikke anse det ønskeligt om den tyske oversættelse skulde komme originalen i forkøbet, og en sådan mulighed står det ikke i min magt at forhindre. Forøvrigt har De naturligvis i dette anliggende fuldstændig frie hænder til at handle efter bedste skøn.Sluttelig aflægger jeg Dem min forbindtligste tak for de modtagne 1120 RmՖ samt for det tilsendte exemplar af «Et dukkehjem». Udstyret er jo som sædvanligt meget smukt, og jeg har hidtil ingen trykfejl kunnet opdage.Med de venligste hilsener","[('MISC', 'Et dukkehjem'), ('LOC', 'det kgl: theater'), ('PER', 'Fallesen'), ('LOC', 'Danmark'), ('ORG', 'Folketheatret'), ('PER', 'Noras'), ('ORG', 'det kgl: theater'), ('MISC', 'tyske'), ('MISC', 'Et dukkehjem')]","[('MISC', 'Et dukkehjem'), ('MISC', 'kgl'), ('PER', 'Fallesen'), ('LOC', 'Danmark'), ('ORG', 'Folketheatret'), ('PER', 'Noras'), ('MISC', 'kgl'), ('MISC', 'tyske'), ('MISC', 'Et dukkehjem')]"
BREV_B1871-1879ht_Budat187409VVo,Herved beder jeg Dem godhedsfuldt undskylde at omstændighederne gør mig det umuligt at indfinde mig i Deres soiré iaften.,[],[]
BREV_B1871-1879ht_Budat1879NN_Kare_ven,Tør en forsømmelig brevskriver sende Dem sin hjertelige hilsen og en ærbødigst kompliment til Deres elskværdige højtærede hustru.,[],[]
BREV_B1880-1889ht_B18800319NL,"På telegrafisk forespørgsel fra skuespildirektør Cetti i Trondhjem har jeg lovet ham eneret til på dansk isommer at spille «Et dukkehjem» i de svenske provinsbyer såfremt han straks til Dem indbetaler et honorar af 300 kroner. Da jeg tidligere har tilskrevet Dem om tre svenske theaterdirektører, som ligeledes ønsker at spille stykket i Sverig, og som måske allerede har indbetalt de stipulerede honorarer, så sender jeg Dem disse linjer for at gøre Dem opmærksom på at der ingensomhelst betænkelighed er ved at modtage denne indbetaling fra herr Cetti, såsom hans eneret kun gælder stykkets opførelse i det danske sprog i Sverig for det nævnte tidsrum og ikke eneret til stykkets opførelse dersteds overhovedet. De tre omskrevne svenske theaterdirektører har kun anholdt om og erholdt almindelig medberettigelse hver for sig.I begyndelsen af næste måned vilde De måske have den godhed at sende mig en anvisning på Bayerische Vereinsbank for det beløb, jeg da måtte have indestående hos Dem med fradrag af påløbne eller snart forudseelige udgifter. Jeg er spændt på at erfare om sporvejen og dampskibet «Dronningen» heller ikke iår giver noget udbytte.Fra advokat Stang har jeg modtaget brev angående den Foght-Salicath’ske affære; jeg håber at denne sag vil blive bilagt i mindelighed. Salicaths tvetydige telegram var den oprindelige årsag til dette virvar.Med de bedste hilsener tegner jeg mig","[('PER', 'Cetti'), ('LOC', 'Trondhjem'), ('MISC', 'dansk'), ('MISC', 'Et dukkehjem'), ('MISC', 'svenske'), ('MISC', 'svenske'), ('LOC', 'Sverig'), ('PER', 'Cetti'), ('MISC', 'danske'), ('LOC', 'Sverig'), ('MISC', 'svenske'), ('ORG', 'Bayerische Vereinsbank'), ('MISC', 'Dronningen'), ('PER', 'Stang'), ('PER', 'Salicaths')]","[('PER', 'Cetti'), ('LOC', 'Trondhjem'), ('MISC', 'dansk'), ('MISC', 'Et dukkehjem'), ('MISC', 'svenske'), ('MISC', 'svenske'), ('LOC', 'Sverig'), ('PER', 'Cetti'), ('MISC', 'danske'), ('LOC', 'Sverig'), ('MISC', 'svenske'), ('ORG', 'Bayerische Vereinsbank'), ('MISC', 'Dronningen'), ('PER', 'Stang'), ('MISC', 'Foght-Salicath'), ('MISC', '’'), ('MISC', 'ske'), ('PER', 'Salicaths')]"
BREV_B1880-1889ht_B18800716FH,"Idet jeg forbindtligst takker for Deres venlige brev af 6. Juni samt for de deri indlagte 1125 RmՖ tillader jeg mig at oversende medfølgende veksel med anmodning om at samme må blive anbragt samt at der derefter for et beløb af omtrent 4000 kroner må for min regning blive indkøbt svenske statsobligationer eller lignende papirer.Jeg er i mangt og meget enig med Dem i Deres betænkeligheder imod det af mig antydede literære projekt og lader sagen stå hen indtil videre.Min hustru og Sigurd rejser i begyndelsen af næste måned til Norge men kommer neppe dennegang til at lægge vejen over København. Af fru Thoresen vil De vel forøvrigt have hørt, hvorledes vi har det.Den elskværdige Carl Andersen besøgte os for nogen tid siden og fortalte at De har købt en pragtfuld ny villa, Orla Lehmans tidligere. Tillad mig at ønske Dem at De og Deres kære kreds må komme til at tilbringe mange glade og lykkelige dage der. Men jeg antager da at De ikke skiller Dem ved Deres gamle sted ved Strandvejen? Dette sted har i mine øjne et fortrin, der overgår alle andre, – det ligger ved sundet. Af alt, hvad jeg savner hernede, er savnet af havet det, som jeg har vanskeligst ved at forsone mig med.Med de hjerteligste hilsener til Dem og Deres børn tegner jeg mig","[('MISC', 'svenske'), ('PER', 'Sigurd'), ('LOC', 'Norge'), ('LOC', 'København'), ('PER', 'Thoresen'), ('PER', 'Carl Andersen'), ('PER', 'Orla Lehmans'), ('LOC', 'Strandvejen')]","[('MISC', 'svenske'), ('PER', 'Sigurd'), ('LOC', 'Norge'), ('LOC', 'København'), ('PER', 'Thoresen'), ('PER', 'Carl Andersen'), ('PER', 'Orla Lehmans'), ('LOC', 'Strandvejen')]"
BREV_B1880-1889ht_B18810106LuDa,"Ifølge Deres anmodning i skrivelse af 1. December f: år tilstilles Dem herved min søns afkald for den af ham i sin tid efter min hustrus afdøde tante arvede kapital tilligemed renter. Den forlangte præsteattest vil blive Dem tilsendt fra Kristiania, og bedes beløbet indbetalt til min kommissionær sammesteds, boghandler Nils Lund, der vil blive anmodet om at indsætte pengene i Kreditkassen eller Sparebanken.Med en forbindtligst tak fra min søn for Deres havte ulejlighed og med venligst hilsen","[('LOC', 'Kristiania'), ('PER', 'Nils Lund'), ('ORG', 'Kreditkassen'), ('ORG', 'Sparebanken')]","[('LOC', 'Kristiania'), ('PER', 'Nils Lund'), ('ORG', 'Kreditkassen'), ('ORG', 'Sparebanken')]"
